aptNm,buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,excluUseAr,floor,jibun,monthlyRent,preDeposit,preMonthlyRent,sggCd,umdNm,useRRRight
청라골드클래스커낼웨이,2016,25.01~26.02,갱신,18,1,2025,"34,650",82.9214,9,165-7,0,"33,000",,28260,청라동,사용
중앙,1997,25.01~27.01,신규,4,1,2025,500,24.7925,2,682,42,,,28260,연희동, 
청라29블럭호반베르디움,2012,25.02~27.02,갱신,23,1,2025,"28,350",84.9934,14,173-1,0,"27,000",,28260,청라동,사용
인향,1989,25.01~27.01,신규,9,1,2025,500,43.83,3,199-2,45,,,28260,가좌동, 
검단신안인스빌어반퍼스트,2022,25.02~27.02,신규,26,1,2025,"22,000",84.7322,20,1314,0,,,28260,당하동, 
극동늘푸른,1997,25.02~27.02,신규,11,1,2025,"2,000",59.795,6,259-2,80,,,28260,심곡동, 
청라국제금융단지한양수자인레이크블루,2019,25.02~27.02,신규,25,1,2025,"34,000",59.7588,27,85-1,0,,,28260,청라동, 
동남,1989,25.01~27.01,신규,21,1,2025,"1,000",54.27,4,208-1,70,,,28260,석남동, 
검단신안인스빌어반퍼스트,2022,25.02~27.02,갱신,25,1,2025,"4,000",94.955,17,1314,105,"4,000",100,28260,당하동,사용
검단우방아이유쉘,2017,25.03~27.03,신규,25,1,2025,"26,000",59.8184,2,736-1,0,,,28260,금곡동, 
동진2,1989,25.01~27.01,신규,8,1,2025,500,53.06,6,472-3,45,,,28260,석남동, 
루원e-편한세상하늘채아파트,2010,25.01~27.01,신규,3,1,2025,"3,000",170.348,20,302-1,170,,,28260,신현동, 
신안실크벨리,2004,25.03~27.03,갱신,25,1,2025,"2,000",84.9922,18,1027-15,95,"2,000",90,28260,당하동,사용
원당LG자이(원당지구69BL1L),2004,25.02~27.02,갱신,25,1,2025,"11,000",84.9511,6,823-1,40,"11,000",35,28260,원당동, 
청라SKVIEW,2011,25.01~27.02,갱신,30,1,2025,"33,000",115.0253,12,103-16,0,"31,000",,28260,청라동, 
검단신도시대성베르힐라프리미어,2022,25.02~27.02,갱신,25,1,2025,"3,000",84.9376,14,1316-2,105,"3,000",100,28260,당하동,사용
인천검단엘에이치20단지,2021,25.01~27.03,갱신,31,1,2025,"1,684",14.78,5,1094,6,"1,584",7,28260,원당동, 
이지미래지향,2008,25.01~27.01,신규,9,1,2025,"22,000",84.6592,1,928-17,0,,,28260,마전동, 
인천검단엘에이치13단지,2022,25.03~27.02,갱신,31,1,2025,"3,454",29.37,10,1272-4,7,"1,509",16,28260,당하동, 
청라골드클래스,2012,25.02~27.02,신규,25,1,2025,"5,000",116.4914,18,103-2,165,,,28260,청라동, 
우미린더시그니처,2022,25.01~27.01,신규,6,1,2025,"33,500",74.0973,3,1022-1,0,,,28260,원당동, 
"탑스빌(영남,신대진,성웅)아파트",1998,25.03~27.03,신규,24,1,2025,"3,000",84.94,17,895-1,110,,,28260,당하동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,24,1,2025,"3,026",29.67,4,1094,13,,,28260,원당동, 
검단힐스테이트,2007,25.02~27.02,신규,23,1,2025,"15,500",84.2846,2,997-3,50,,,28260,마전동, 
검단 금호어울림 센트럴,2021,25.02~26.09,갱신,11,1,2025,"29,400",74.94,20,1024,0,"28,000",,28260,원당동,사용
검단신도시디에트르더힐,2022,25.03~27.03,신규,24,1,2025,"40,000",84.9861,20,987-1,0,,,28260,원당동, 
원흥,1993,25.01~27.01,신규,11,1,2025,"8,500",59.79,5,273-5,0,,,28260,왕길동, 
검단신도시디에트르더힐,2022,25.03~27.03,신규,24,1,2025,"40,000",84.9861,20,987-1,0,,,28260,원당동, 
우정에쉐르,2006,25.02~27.02,신규,18,1,2025,"22,000",84.6664,8,719-3,0,,,28260,경서동, 
당하풍림아이원1차,2004,25.03~27.03,신규,22,1,2025,"22,000",59.9841,14,1099-3,0,,,28260,당하동, 
인천검단엘에이치13단지,2022,25.02~27.04,신규,24,1,2025,"2,769",37.78,18,1272-4,22,,,28260,당하동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,24,1,2025,"1,496",14.78,8,1094,7,,,28260,원당동, 
청라하우스토리커낼뷰,2011,25.02~27.02,신규,18,1,2025,"30,000",124.209,1,155-2,0,,,28260,청라동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,24,1,2025,"5,480",44.61,6,1094,24,,,28260,원당동, 
마전금호어울림,2007,25.02~27.02,신규,16,1,2025,"1,500",79.7463,5,1148-1,85,,,28260,마전동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,24,1,2025,"1,584",14.78,11,1094,7,,,28260,원당동, 
청라한화꿈에그린,2012,25.01~27.01,신규,4,1,2025,"30,000",100.7927,10,139-1,0,,,28260,청라동, 
루원e-편한세상하늘채아파트,2010,25.01~27.01,갱신,24,1,2025,"30,000",114.948,15,302-1,0,"25,000",,28260,신현동, 
동우2,1988,25.01~26.01,신규,15,1,2025,300,40.86,6,5-93,30,,,28260,가정동, 
검단 양우내안애 퍼스트힐,2022,25.02~27.02,신규,24,1,2025,"22,000",59.6939,9,1131-1,0,,,28260,마전동, 
인천검단엘에이치20단지,2021,24.12~27.03,갱신,24,1,2025,"5,796",36.68,11,1094,7,"3,996",18,28260,원당동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,24,1,2025,"1,584",14.68,1,1094,7,,,28260,원당동, 
루원시티 대성베르힐,2017,25.01~27.01,갱신,20,1,2025,"25,200",84.9778,8,304-1,0,"24,000",,28260,신현동,사용
루원더퍼스트,2019,25.01~27.01,갱신,18,1,2025,"24,700",84.94,19,597-1,0,"23,500",,28260,가정동, 
청라제일풍경채2차에듀앤파크,2017,25.03~27.03,갱신,17,1,2025,"34,500",84.993,12,149-2,0,"32,000",,28260,청라동, 
검단신도시모아엘가그랑데,2023,25.04~27.04,갱신,24,1,2025,"23,100",59.6074,27,1063,0,"22,000",,28260,원당동,사용
인천검단엘에이치20단지,2021,25.01~27.03,갱신,24,1,2025,"1,684",14.68,5,1094,6,"1,584",7,28260,원당동, 
인천검단엘에이치13단지,2022,25.02~27.01,갱신,24,1,2025,"5,269",37.78,8,1272-4,10,"5,189",22,28260,당하동, 
두현예뜰채아파트,2017,25.04~27.04,신규,22,1,2025,"18,000",59.978,7,618,0,,,28260,가좌동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,24,1,2025,"5,480",44.61,8,1094,24,,,28260,원당동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,24,1,2025,"3,204",29.67,12,1094,14,,,28260,원당동, 
가정엘에이치3단지(국민임대),2012,25.02~27.04,신규,24,1,2025,"3,358",46.88,3,604-1,26,,,28260,가정동, 
청라모아미래도,2018,25.03~27.03,신규,10,1,2025,"35,000",71.3679,14,82-1,0,,,28260,청라동, 
청라 엑슬루타워,2011,25.02~27.02,갱신,24,1,2025,"36,000",110.22,48,164-1,0,"25,000",,28260,청라동, 
"인천가좌두산위브트레지움1,2단지",2017,25.01~27.01,신규,8,1,2025,"3,000",59.78,8,611,95,,,28260,가좌동, 
검단신안인스빌어반퍼스트,2022,25.02~27.02,신규,22,1,2025,"25,000",94.955,17,1314,0,,,28260,당하동, 
중앙,1997,25.01~27.01,신규,13,1,2025,500,24.7925,5,682,40,,,28260,연희동, 
호반써밋1차,2021,25.02~27.02,신규,22,1,2025,"34,500",84.8917,1,1022,0,,,28260,원당동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,24,1,2025,"3,996",36.68,21,1094,18,,,28260,원당동, 
검단신도시디에트르더펠리체,2022,25.02~27.02,신규,8,1,2025,"34,000",84.7748,19,1318-6,0,,,28260,당하동, 
파라곤센트럴파크,2022,25.02~27.02,갱신,23,1,2025,"31,000",84.9595,14,1276-2,0,"30,000",,28260,당하동,사용
청라반도유보라2.0,2012,25.01~26.02,갱신,24,1,2025,"36,000",101.9765,7,102-16,0,"28,250",,28260,청라동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,24,1,2025,"3,204",29.67,10,1094,14,,,28260,원당동, 
청라엘에이치,2011,25.01~26.10,신규,24,1,2025,"4,837",59.95,12,184-1,41,,,28260,청라동, 
효성,1991,25.02~27.02,신규,23,1,2025,"3,000",70.82,9,151-3,65,,,28260,신현동, 
우미린더헤리티지,2022,25.02~27.02,갱신,18,1,2025,"23,100",59.8229,23,1065-2,0,"22,000",,28260,원당동,사용
청라모아미래도,2018,25.03~27.03,신규,24,1,2025,"15,000",71.0928,24,82-1,51,,,28260,청라동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,24,1,2025,"1,584",14.78,8,1094,7,,,28260,원당동, 
힐데스하임,2011,25.03~27.03,신규,18,1,2025,"34,000",59.9007,14,185-1,0,,,28260,청라동, 
청라롯데캐슬,2013,25.02~27.02,신규,21,1,2025,"45,000",127.12,14,159-1,0,,,28260,청라동, 
청라엘에이치,2011,24.11~26.10,갱신,24,1,2025,"4,837",59.95,12,184-1,41,"4,837",41,28260,청라동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,24,1,2025,"1,584",14.78,5,1094,7,,,28260,원당동, 
풍림아이원2차,2004,25.04~27.04,갱신,13,1,2025,"24,150",75.12,11,501-1,0,"23,000",,28260,검암동,사용
북청라하우스토리,2022,25.02~27.02,갱신,16,1,2025,"28,000",59.9893,12,1032,0,"20,000",,28260,경서동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,24,1,2025,"1,584",14.78,10,1094,7,,,28260,원당동, 
인천검단엘에이치13단지,2022,25.02~27.01,갱신,24,1,2025,"3,999",46.66,21,1272-4,29,"4,174",28,28260,당하동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,24,1,2025,"1,584",14.68,4,1094,7,,,28260,원당동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,24,1,2025,"1,584",14.78,6,1094,7,,,28260,원당동, 
인천검단엘에이치20단지,2021,25.01~27.03,갱신,24,1,2025,"1,684",14.68,7,1094,6,"1,584",7,28260,원당동, 
신명스카이뷰2,2003,25.02~27.02,신규,23,1,2025,"25,000",84.966,1,535-1,0,,,28260,검암동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,24,1,2025,"1,584",14.78,11,1094,7,,,28260,원당동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,23,1,2025,"2,176",21.57,4,1094,10,,,28260,원당동, 
인천검단엘에이치36단지,2023,25.02~27.04,신규,24,1,2025,"3,893",46.03,7,1327-1,30,,,28260,당하동, 
"인천가좌두산위브트레지움1,2단지",2017,25.04~27.04,갱신,18,1,2025,"26,250",84.82,1,611,0,"25,000",,28260,가좌동,사용
인천검단엘에이치20단지,2021,25.02~27.04,신규,23,1,2025,"1,584",14.78,5,1094,7,,,28260,원당동, 
인천검단26단지,2024,25.02~27.04,신규,23,1,2025,"2,664",37.02,3,1026,21,,,28260,원당동, 
검단신안인스빌어반퍼스트,2022,25.02~27.02,갱신,23,1,2025,"24,150",84.7322,25,1314,0,"23,000",,28260,당하동,사용
인천검단엘에이치20단지,2021,25.02~27.04,신규,23,1,2025,"1,584",14.78,12,1094,7,,,28260,원당동, 
청라린스트라우스,2013,25.02~27.02,갱신,2,1,2025,"33,000",101.3622,2,160-1,0,"32,000",,28260,청라동,사용
검단신도시디에트르더펠리체,2022,25.02~27.02, ,22,1,2025,"5,000",108.9359,17,1318-6,160,,,28260,당하동, 
광명,1998,25.03~27.03,신규,22,1,2025,"17,000",84.51,5,318-1,0,,,28260,공촌동, 
한샘,1983,25.02~27.02,신규,23,1,2025,"8,000",59.67,5,261-2,0,,,28260,가좌동, 
힐데스하임,2011,25.03~27.02,갱신,23,1,2025,"22,000",59.9007,2,185-1,0,"21,000",,28260,청라동,사용
루원제일풍경채,2018,25.02~27.02,갱신,11,1,2025,"10,000",74.7683,22,603-1,80,"10,000",70,28260,가정동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,23,1,2025,"1,584",14.68,22,1094,7,,,28260,원당동, 
가정엘에이치3단지(국민임대),2012,25.02~27.04,신규,23,1,2025,"2,114",36.96,15,604-1,16,,,28260,가정동, 
마젤란21,2006,25.01~27.01,신규,14,1,2025,"4,500",84.5879,13,595-5,130,,,28260,검암동, 
인천검단엘에이치13단지,2022,25.03~27.02,갱신,23,1,2025,"5,222",37.13,4,1272-4,9,"2,643",21,28260,당하동, 
검단신도시디에트르더펠리체,2022,25.03~27.03,신규,23,1,2025,"30,000",84.7748,15,1318-6,0,,,28260,당하동, 
검단신도시대성베르힐라프리미어,2022,25.01~27.01,갱신,10,1,2025,"23,100",84.9376,2,1316-2,0,"22,000",,28260,당하동,사용
검단신도시모아미래도엘리트파크,2022,25.02~27.02,갱신,16,1,2025,"30,000",84.6561,1,1318-8,0,"22,000",,28260,당하동, 
힐데스하임,2011,25.03~27.03,신규,23,1,2025,"24,100",59.9435,23,185-1,0,,,28260,청라동, 
루원시티프라디움,2018,25.02~27.02,신규,22,1,2025,"35,000",84.997,4,610-1,0,,,28260,가정동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,23,1,2025,"3,204",29.67,22,1094,14,,,28260,원당동, 
서해그랑블,2003,25.02~27.02,신규,13,1,2025,"3,000",69.6616,13,595-3,115,,,28260,검암동, 
청라엘에이치,2011,25.01~27.01,갱신,20,1,2025,"21,000",84.86,11,184-1,0,"20,000",,28260,청라동,사용
청라엘에이치,2011,25.04~27.03,갱신,23,1,2025,"6,518",46.64,11,184-1,17,"2,957",25,28260,청라동, 
불노동한일타운아파트,2008,25.02~27.02,신규,23,1,2025,"15,000",59.72,1,178,0,,,28260,불로동, 
중앙,1997,25.01~26.01,신규,8,1,2025,500,24.7925,10,682,35,,,28260,연희동, 
신안실크벨리,2004,25.03~27.03,신규,23,1,2025,"21,000",59.9639,14,1027-15,0,,,28260,당하동, 
인천검단엘에이치36단지,2023,25.02~27.04,신규,23,1,2025,"2,487",37.04,7,1327-1,22,,,28260,당하동, 
인천검단엘에이치13단지,2022,25.02~27.04,신규,23,1,2025,"2,769",37.78,19,1272-4,22,,,28260,당하동, 
청라골드클래스커낼웨이,2016,25.02~27.02,갱신,18,1,2025,"26,250",82.9214,4,165-7,0,"25,000",,28260,청라동,사용
인천검단엘에이치20단지,2021,25.02~27.04,신규,23,1,2025,"1,496",14.78,9,1094,7,,,28260,원당동, 
루원시티센트럴타운,2017,25.02~27.02,갱신,23,1,2025,"35,000",84.66,16,306-1,0,"20,000",,28260,신현동, 
검단신도시디에트르더펠리체,2022,25.02~27.02,갱신,15,1,2025,"31,500",108.9359,2,1318-6,0,"30,000",,28260,당하동,사용
인천검단엘에이치20단지,2021,25.02~27.04,신규,23,1,2025,"5,480",44.61,23,1094,24,,,28260,원당동, 
호반써밋프라임뷰,2022,25.03~27.03,갱신,23,1,2025,"28,350",84.2832,25,1314-2,0,"27,000",,28260,당하동,사용
한신휴플러스,2007,25.02~27.02,갱신,23,1,2025,"24,150",72.69,3,7,0,"23,000",,28260,가좌동,사용
청라국제금융단지한양수자인레이크블루,2019,25.03~27.03,신규,22,1,2025,"42,000",84.424,19,85-1,0,,,28260,청라동, 
영남탑스빌,2000,25.02~27.02,신규,20,1,2025,"35,000",153.03,5,999-5,0,,,28260,마전동, 
불노동한일타운아파트,2008,25.02~27.02,신규,23,1,2025,"15,000",59.72,1,178,0,,,28260,불로동, 
인천검단엘에이치13단지,2022,25.02~27.01,갱신,23,1,2025,"3,454",29.37,4,1272-4,7,"3,409",7,28260,당하동,사용
대동,1995,25.03~27.03,신규,3,1,2025,"10,000",84.96,10,285,60,,,28260,심곡동, 
삼보해피하임2단지(불로지구51BL1L),2007,25.02~27.02,신규,19,1,2025,"17,000",84.9911,5,793-1,0,,,28260,불로동, 
현대,1998,25.01~27.01,갱신,10,1,2025,"22,000",84.72,14,1004,0,"22,000",,28260,마전동, 
청라SKVIEW,2011,25.02~27.02,신규,23,1,2025,"5,000",115.0253,3,103-16,170,,,28260,청라동, 
검단신도시디에트르더힐,2022,25.02~27.02,신규,18,1,2025,"30,000",84.6755,6,987-1,0,,,28260,원당동, 
월드,1998,25.02~27.02,신규,23,1,2025,"23,000",117.35,6,308,0,,,28260,불로동, 
한샘,1983,25.01~27.01,신규,16,1,2025,500,52.56,5,261-2,45,,,28260,가좌동, 
루원시티프라디움,2018,25.02~27.02,신규,11,1,2025,"37,000",84.9917,20,610-1,0,,,28260,가정동, 
검단신도시대성베르힐라프리미어,2022,25.03~27.03,신규,18,1,2025,"7,000",110.3995,6,1316-2,150,,,28260,당하동, 
청라국제업무단지센텀대광로제비앙,2018,25.02~27.02,갱신,22,1,2025,"24,150",82.9117,8,83-1,0,"23,000",,28260,청라동,사용
청라국제금융단지한양수자인레이크블루,2019,25.03~27.03,신규,22,1,2025,"45,000",84.6444,34,85-1,0,,,28260,청라동, 
검단2차풍림아이원,2005,25.03~27.03,신규,18,1,2025,"24,000",84.8495,3,999-18,0,,,28260,마전동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,23,1,2025,"3,996",36.68,23,1094,18,,,28260,원당동, 
청라힐스테이트커낼뷰,2012,25.02~27.02,신규,18,1,2025,"42,000",121.285,10,155-17,0,,,28260,청라동, 
마젤란21,2006,25.02~27.02,갱신,18,1,2025,"26,250",84.5879,8,595-5,0,"25,000",,28260,검암동,사용
인천검단26단지,2024,25.02~27.04,신규,23,1,2025,"1,390",26.11,14,1026,15,,,28260,원당동, 
당하3차풍림아이원,2004,25.02~27.02,갱신,23,1,2025,"19,000",59.906,2,1055-1,0,"19,000",,28260,마전동,사용
검단2차풍림아이원,2005,25.03~27.03,신규,18,1,2025,"23,200",84.8495,3,999-18,0,,,28260,마전동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,23,1,2025,"1,584",14.78,6,1094,7,,,28260,원당동, 
검단신도시모아엘가그랑데,2023,25.02~27.02,갱신,23,1,2025,"22,000",69.9629,3,1063,0,"21,000",,28260,원당동,사용
청라린스트라우스,2013,25.03~27.03,신규,22,1,2025,"5,000",124.4115,38,160-1,190,,,28260,청라동, 
청라제일풍경채,2012,25.02~27.02,갱신,21,1,2025,"42,000",115.9895,1,115-1,0,"39,000",,28260,청라동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,23,1,2025,"1,584",14.78,8,1094,7,,,28260,원당동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,22,1,2025,"3,996",36.6,25,1094,18,,,28260,원당동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,22,1,2025,"4,218",36.6,2,1094,19,,,28260,원당동, 
인천검단엘에이치20단지,2021,24.11~27.01,갱신,20,1,2025,"1,596",14.78,10,1094,6,"1,496",7,28260,원당동, 
검단신도시대성베르힐라프리미어,2022,25.02~27.02,갱신,11,1,2025,"22,000",84.9376,2,1316-2,0,"21,000",,28260,당하동,사용
청라엘에이치,2011,25.02~27.01,갱신,22,1,2025,"1,823",36.86,1,184-1,16,"1,739",15,28260,청라동, 
풍림아이원2차,2004,25.03~27.03,갱신,14,1,2025,"21,000",59.94,5,501-1,0,"20,000",,28260,검암동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,22,1,2025,"2,304",21.57,17,1094,10,,,28260,원당동, 
인천검단26단지,2024,25.02~27.04,신규,22,1,2025,"1,390",26.11,11,1026,15,,,28260,원당동, 
검단한신더휴어반파크,2023,25.04~27.04,갱신,9,1,2025,"5,600",84.9744,11,1274,64,"5,600",62,28260,당하동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,22,1,2025,"1,584",14.68,25,1094,7,,,28260,원당동, 
드림파크어울림1단지,2010,25.02~26.08,갱신,14,1,2025,"20,000",101.9975,5,697-1,0,"3,000",120,28260,왕길동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,22,1,2025,"3,996",36.6,8,1094,18,,,28260,원당동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,22,1,2025,"1,584",14.78,15,1094,7,,,28260,원당동, 
청라제일풍경채2차에듀앤파크,2017,25.02~27.02,신규,18,1,2025,"37,000",84.939,10,149-2,0,,,28260,청라동, 
삼보해피하임1단지(불로지구34BL1L),2007,25.02~27.02,갱신,22,1,2025,"25,000",114.1122,10,792-1,0,"24,000",,28260,불로동,사용
검단힐스테이트5차,2013,25.02~27.02,갱신,20,1,2025,"19,950",84.9745,3,1075-9,0,"19,000",,28260,당하동,사용
대우푸르지오,2013,25.02~27.02,갱신,22,1,2025,"43,000",120.315,9,150-1,0,"39,500",,28260,청라동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,22,1,2025,"3,996",36.6,4,1094,18,,,28260,원당동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,22,1,2025,"2,304",21.57,19,1094,10,,,28260,원당동, 
청라모아미래도,2018,25.02~27.02,신규,21,1,2025,"24,000",71.3679,24,82-1,30,,,28260,청라동, 
검단 금호어울림 센트럴,2021,25.02~27.02,신규,18,1,2025,"36,000",84.52,19,1024,0,,,28260,원당동, 
가정엘에이치3단지(국민임대),2012,25.02~27.04,신규,22,1,2025,"3,358",46.88,16,604-1,26,,,28260,가정동, 
신명스카이뷰드림,2004,25.03~27.03,신규,18,1,2025,"3,000",84.9378,1,634-1,100,,,28260,왕길동, 
검단신안인스빌어반퍼스트,2022,25.02~27.02,갱신,18,1,2025,"22,050",84.7322,20,1314,0,"21,000",,28260,당하동,사용
인천검단엘에이치20단지,2021,25.02~27.04,신규,22,1,2025,"1,496",14.68,8,1094,7,,,28260,원당동, 
진주3,1989,25.02~27.02,신규,22,1,2025,"1,000",49.5,3,30-86,58,,,28260,가좌동, 
서인천월드메르디앙,2006,25.03~27.03,신규,3,1,2025,"28,000",84.9783,13,446,0,,,28260,석남동, 
현대,1998,25.01~27.01,갱신,10,1,2025,"22,000",84.72,14,1004,0,"22,000",,28260,마전동,사용
검단신도시대성베르힐라프리미어,2022,25.02~27.02,갱신,21,1,2025,"23,100",84.9376,7,1316-2,0,"22,000",,28260,당하동,사용
신인향,1990,25.01~27.01,신규,8,1,2025,"6,700",62.07,6,193-1,0,,,28260,가좌동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,22,1,2025,"1,584",14.68,10,1094,7,,,28260,원당동, 
검단한신더휴어반파크,2023,25.03~27.03,갱신,13,1,2025,"11,100",84.6875,20,1274,52,"11,100",50,28260,당하동,사용
동부,1999,25.02~27.02,신규,11,1,2025,"16,000",59.94,10,179,0,,,28260,불로동, 
태평샹베르1차,2005,25.03~27.03,갱신,10,1,2025,"18,900",59.5607,16,722-1,0,"18,000",,28260,경서동,사용
파라곤센트럴파크,2022,25.02~27.02,신규,22,1,2025,"35,000",84.9595,19,1276-2,0,,,28260,당하동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,22,1,2025,"3,996",36.68,15,1094,18,,,28260,원당동, 
청라엘에이치,2011,25.02~27.01,갱신,22,1,2025,"1,823",36.74,8,184-1,16,"1,739",15,28260,청라동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,22,1,2025,"3,996",36.68,20,1094,18,,,28260,원당동, 
인천검단엘에이치20단지,2021,25.02~27.04,신규,22,1,2025,"5,480",44.61,8,1094,24,,,28260,원당동, 
서해그랑블,2003,25.02~27.02,신규,9,1,2025,"29,400",84.9634,5,595-3,0,,,28260,검암동, 
검단신안인스빌어반퍼스트,2022,25.03~27.03,갱신,17,1,2025,"23,100",84.7322,18,1314,0,"22,000",,28260,당하동,사용
인천검단엘에이치20단지,2021,25.02~27.04,신규,22,1,2025,"1,496",14.68,9,1094,7,,,28260,원당동, 
루원e-편한세상하늘채아파트,2010,25.02~27.02,신규,9,1,2025,"31,000",59.993,14,302-1,0,,,28260,신현동, 
청라한화꿈에그린,2012,25.02~27.02,갱신,13,1,2025,"34,650",100.7927,22,139-1,0,"33,000",,28260,청라동,사용
힐데스하임,2011,25.02~27.02,신규,20,1,2025,"30,000",59.9435,10,185-1,0,,,28260,청라동, 
청라골드클래스커낼웨이,2016,25.03~27.03,갱신,22,1,2025,"26,250",82.9214,3,165-7,0,"25,000",,28260,청라동,사용
인천검단엘에이치36단지,2023,25.02~27.04,신규,22,1,2025,"1,423",29.11,17,1327-1,17,,,28260,당하동, 
진흥,1986,25.04~27.04,신규,20,1,2025,"1,000",43.56,5,210-6,45,,,28260,가좌동, 
청라29블럭호반베르디움,2012,25.02~27.02,갱신,4,1,2025,"26,775",84.9934,16,173-1,0,"25,500",,28260,청라동,사용
검단한신더휴어반파크,2023,25.03~27.03,갱신,8,1,2025,"5,600",84.6875,21,1274,64,"5,600",62,28260,당하동, 
우미린더헤리티지,2022,25.04~27.01,신규,14,1,2025,"15,000",59.9034,29,1065-2,80,,,28260,원당동, 
검단신도시대성베르힐라프리미어,2022,25.02~27.02,갱신,18,1,2025,"23,625",84.4003,24,1316-2,0,"22,500",,28260,당하동,사용
검단신도시대성베르힐라프리미어,2022,25.03~27.03,신규,4,1,2025,"35,000",110.3995,12,1316-2,0,,,28260,당하동, 
한신휴플러스,2007,25.03~27.03,신규,18,1,2025,"35,000",114.87,18,7,0,,,28260,가좌동, 
검단자이2단지,2010,25.01~27.01,갱신,21,1,2025,"15,750",84.341,4,696-1,0,"15,000",,28260,왕길동, 
진주3,1989,25.01~27.01,신규,6,1,2025,"1,000",49.5,14,30-86,70,,,28260,가좌동, 
검단신도시모아엘가그랑데,2023,25.01~27.01,신규,20,1,2025,"5,000",59.5224,20,1063,115,,,28260,원당동, 
태평,1999,25.01~27.01,신규,10,1,2025,"1,200",59.99,17,820-1,20,,,28260,당하동, 
인천검단엘에이치13단지,2022,25.02~27.01,갱신,21,1,2025,"1,099",46.66,16,1272-4,35,"4,174",28,28260,당하동, 
호반베르디움,2011,25.02~27.02,갱신,15,1,2025,"35,000",84.852,5,168-1,0,"7,000",100,28260,청라동, 
청라동양엔파트,2012,25.02~27.02,신규,9,1,2025,"26,000",118.8352,18,102-3,50,,,28260,청라동, 
청라국제금융단지한양수자인레이크블루,2019,25.02~27.02,신규,20,1,2025,"36,000",84.4945,25,85-1,0,,,28260,청라동, 
"인천가좌두산위브트레지움1,2단지",2017,25.02~27.02,신규,20,1,2025,"4,000",59.78,19,611,100,,,28260,가좌동, 
검단 양우내안애 퍼스트힐,2022,25.03~27.03,신규,21,1,2025,"25,000",71.9519,15,1131-1,0,,,28260,마전동, 
검단신도시파라곤보타닉파크,2022,25.02~27.02,신규,19,1,2025,"30,000",84.3259,10,1020-1,0,,,28260,원당동, 
검단신도시예미지트리플에듀,2022,25.01~27.01,신규,5,1,2025,"5,000",102.8576,20,1014,180,,,28260,원당동, 
청라골드클래스커낼웨이,2016,25.02~27.02,신규,6,1,2025,"40,000",82.9214,8,165-7,0,,,28260,청라동, 
"인천가좌두산위브트레지움1,2단지",2017,25.03~27.03,신규,17,1,2025,"29,500",59.78,18,611,0,,,28260,가좌동, 
검단신도시모아미래도엘리트파크,2022,25.03~27.03,갱신,21,1,2025,"27,300",84.9395,20,1318-8,0,"26,000",,28260,당하동,사용
인천검단엘에이치20단지,2021,24.11~27.01,갱신,21,1,2025,"4,504",29.67,5,1094,7,"3,204",14,28260,원당동, 
검단 금호어울림 센트럴,2021,25.02~27.02,신규,4,1,2025,"37,000",84.52,7,1024,0,,,28260,원당동, 
검단풍림아이원,2004,25.03~27.03,신규,20,1,2025,"24,000",84.935,9,649-1,0,,,28260,왕길동, 
현대,1998,25.02~28.02,신규,20,1,2025,"18,000",59.84,1,1004,0,,,28260,마전동, 
검단신안인스빌어반퍼스트,2022,25.02~27.02,갱신,20,1,2025,"3,000",84.7322,17,1314,110,"3,000",105,28260,당하동,사용
검단2차아이파크,2010,25.04~27.04,신규,18,1,2025,"40,000",132.3761,15,999-1,0,,,28260,마전동, 
