aptNm,buildYear,contractTerm,contractType,dealDay,dealMonth,dealYear,deposit,excluUseAr,floor,jibun,monthlyRent,preDeposit,preMonthlyRent,sggCd,umdNm,useRRRight
검단한신더휴어반파크,2023,, ,18,10,2024,"18,400",84.9744,15,1274,33,,,28260,당하동, 
검단신도시모아미래도엘리트파크,2022,, ,31,10,2024,"36,000",84.6561,11,1318-8,0,,,28260,당하동, 
청라호수공원한신더휴,2020,, ,22,10,2024,"30,000",84.9613,12,103-15,0,,,28260,청라동, 
검단한신더휴어반파크,2023,, ,4,10,2024,"4,600",74.7155,26,1274,51,,,28260,당하동, 
루원제일풍경채,2018,, ,19,10,2024,"10,000",74.7683,15,603-1,100,,,28260,가정동, 
"유호D단지(D1,D2동)",1992,, ,22,10,2024,"1,000",59.64,4,995-3,45,,,28260,마전동, 
청라29블럭호반베르디움,2012,, ,17,10,2024,"27,300",84.9382,3,173-1,0,,,28260,청라동, 
검단신도시모아미래도엘리트파크,2022,, ,5,10,2024,"8,400",84.6561,2,1318-8,100,,,28260,당하동, 
낙원,1989,, ,12,10,2024,"7,000",49.14,6,468-3,0,,,28260,석남동, 
우미린더헤리티지,2022,, ,24,10,2024,"35,000",84.8707,16,1065-2,0,,,28260,원당동, 
검단2차우방아이유쉘,2018,, ,26,10,2024,"3,000",59.9375,3,1123-1,115,,,28260,마전동, 
뉴서울(284-401),1990,, ,31,10,2024,"12,000",70.12,1,284-401,0,,,28260,가정동, 
검단신도시한신더휴캐널파크(THEHUECANALPARK),2021,, ,19,10,2024,"36,000",84.1588,15,1254-1,0,,,28260,당하동, 
청라국제업무단지센텀대광로제비앙,2018,, ,29,10,2024,"41,000",82.8228,16,83-1,0,,,28260,청라동, 
청라한양수자인,2011,, ,21,10,2024,"40,000",120.207,22,102-2,0,,,28260,청라동, 
검단힐스테이트4차,2012,, ,31,10,2024,"32,000",107.4423,3,1090-1,0,,,28260,당하동, 
마전금호어울림,2007,, ,22,10,2024,"18,000",79.7463,4,1148-1,0,,,28260,마전동, 
청라제일풍경채2차에듀앤파크,2017,, ,18,10,2024,"35,000",84.939,20,149-2,0,,,28260,청라동, 
청라29블럭호반베르디움,2012,, ,12,10,2024,"31,000",84.9482,28,173-1,0,,,28260,청라동, 
청라국제금융단지한양수자인레이크블루,2019,, ,26,10,2024,"35,000",59.7588,17,85-1,0,,,28260,청라동, 
검단2차우방아이유쉘,2018,, ,4,10,2024,"2,000",59.9375,7,1123-1,100,,,28260,마전동, 
검단신도시모아미래도엘리트파크,2022,, ,12,10,2024,"26,775",84.6561,20,1318-8,0,,,28260,당하동, 
청라 엑슬루타워,2011,, ,15,10,2024,"41,000",150.28,3,164-1,50,,,28260,청라동, 
청라롯데캐슬,2013,, ,26,10,2024,"48,000",125.6244,34,159-1,0,,,28260,청라동, 
원당풍림아이원,2004,, ,11,10,2024,"2,000",59.832,11,1031,95,,,28260,당하동, 
한신휴플러스,2007,, ,21,10,2024,"17,277",59.99,9,7,0,,,28260,가좌동, 
검단2차우방아이유쉘,2018,, ,19,10,2024,"26,000",59.9375,10,1123-1,0,,,28260,마전동, 
삼성,1997,, ,3,10,2024,"21,600",59.901,15,330-1,0,,,28260,심곡동, 
검단 금호어울림 센트럴,2021,, ,19,10,2024,"8,000",74.84,14,1024,130,,,28260,원당동, 
태화,1990,, ,16,10,2024,"11,000",62.55,2,109-55,0,,,28260,석남동, 
검단신안인스빌어반퍼스트,2022,, ,14,10,2024,"31,000",84.7322,7,1314,0,,,28260,당하동, 
청라호수공원한신더휴,2020,, ,15,10,2024,"39,900",84.9613,12,103-15,0,,,28260,청라동, 
공작,1990,, ,14,10,2024,"6,000",46.61,6,2-19,0,,,28260,가좌동, 
파라곤센트럴파크,2022,, ,15,10,2024,"30,000",84.986,11,1276-2,0,,,28260,당하동, 
검단신도시예미지트리플에듀,2022,, ,12,10,2024,"31,500",76.357,22,1014,0,,,28260,원당동, 
중앙,1997,, ,14,10,2024,"18,900",59.9925,2,682,0,,,28260,연희동, 
검단 금호어울림 센트럴,2021,, ,12,10,2024,"39,000",84.52,4,1024,0,,,28260,원당동, 
우미린더헤리티지,2022,, ,12,10,2024,"21,000",59.8229,22,1065-2,0,,,28260,원당동, 
청라호수공원한신더휴,2020,, ,9,10,2024,"38,000",84.9613,14,103-15,0,,,28260,청라동, 
청라국제금융단지한양수자인레이크블루,2019,, ,9,10,2024,"30,000",84.3477,17,85-1,0,,,28260,청라동, 
청라국제금융단지한양수자인레이크블루,2019,, ,7,10,2024,"38,325",84.6444,17,85-1,0,,,28260,청라동, 
하나2,1992,, ,7,10,2024,"13,000",57.78,4,341-14,0,,,28260,가정동, 
호반써밋1차,2021,, ,5,10,2024,"37,800",84.8917,12,1022,0,,,28260,원당동, 
청라센트럴에일린의뜰,2018,, ,5,10,2024,"5,000",84.9834,32,156-1,147,,,28260,청라동, 
효정(489),1989,, ,5,10,2024,"10,000",54.3,5,489,0,,,28260,석남동, 
검단신도시모아엘가그랑데,2023,, ,1,10,2024,"30,000",59.5224,8,1063,0,,,28260,원당동, 
호반베르디움(116-6),2011,24.12~26.12,신규,17,10,2024,"5,000",84.9925,5,116-6,140,,,28260,청라동, 
한일베라체,2011,24.11~26.11,신규,18,10,2024,"10,000",139.687,10,155-9,180,,,28260,청라동, 
청라골드클래스커낼웨이,2016,24.11~24.12,신규,26,10,2024,"1,000",82.9214,12,165-7,150,,,28260,청라동, 
힐데스하임,2011,24.12~25.12,신규,31,10,2024,"3,000",59.9435,22,185-1,140,,,28260,청라동, 
청라골드클래스커낼웨이,2016,25.01~27.01,신규,31,10,2024,"40,000",82.9214,2,165-7,0,,,28260,청라동, 
호반베르디움앤영무예다음,2011,24.12~26.12,갱신,24,10,2024,"30,000",59.738,29,130-4,0,"30,000",,28260,청라동, 
청라29블럭호반베르디움,2012,24.12~26.11,갱신,10,10,2024,"7,000",84.9482,10,173-1,107,"7,000",100,28260,청라동,사용
삼성,1997,24.11~26.11,신규,3,10,2024,"21,600",59.901,15,330-1,0,,,28260,심곡동, 
힐데스하임,2011,24.10~25.10,신규,4,10,2024,"2,000",59.8871,25,185-1,120,,,28260,청라동, 
청라엘에이치,2011,24.10~26.10,신규,4,10,2024,"27,250",74.7,7,184-1,0,,,28260,청라동, 
검단신도시대성베르힐라프리미어,2022,25.02~27.02,갱신,5,10,2024,"24,675",84.9376,16,1316-2,0,"23,500",,28260,당하동, 
검단신도시대방디에트르리버파크,2022,25.03~27.03,신규,24,10,2024,"32,800",59.9368,9,1084-1,0,,,28260,원당동, 
검단신도시한신더휴캐널파크(THEHUECANALPARK),2021,25.02~27.02,갱신,10,10,2024,"5,000",84.34,27,1254-1,150,"5,000",120,28260,당하동, 
청라한화꿈에그린,2012,25.01~27.01,신규,26,10,2024,"48,000",125.6483,4,139-1,0,,,28260,청라동, 
금호어울림,2007,24.12~26.12,갱신,22,10,2024,"28,000",59.817,12,532,0,"28,000",,28260,석남동, 
검단신안인스빌어반퍼스트,2022,25.02~27.02,신규,31,10,2024,"36,000",84.7322,6,1314,0,,,28260,당하동, 
청라국제업무단지센텀대광로제비앙,2018,25.01~27.01,신규,8,10,2024,"35,000",82.9117,3,83-1,0,,,28260,청라동, 
동진,1989,24.11~26.11,신규,12,10,2024,500,37.68,4,121-14,40,,,28260,가좌동, 
엘에이치웨스턴블루힐,2015,25.01~27.01,신규,15,10,2024,"30,000",84.99,11,597-2,0,,,28260,가정동, 
파라곤센트럴파크,2022,25.02~26.08,갱신,9,10,2024,"30,000",84.9595,21,1276-2,0,"30,000",,28260,당하동, 
호반써밋1차,2021,25.01~27.01,신규,5,10,2024,"3,000",72.5409,17,1022,150,,,28260,원당동, 
청라골드클래스커낼웨이,2016,25.01~27.01,신규,31,10,2024,"40,000",82.9214,2,165-7,0,,,28260,청라동, 
진주3,1989,25.01~27.01,신규,12,10,2024,"15,000",59.36,15,30-86,0,,,28260,가좌동, 
호반베르디움,2011,24.12~26.12,갱신,23,10,2024,"37,000",84.8324,10,168-1,0,"31,000",,28260,청라동, 
청라국제업무단지센텀대광로제비앙,2018,25.01~27.01,신규,29,10,2024,"41,000",82.8228,16,83-1,0,,,28260,청라동, 
검단신도시로제비앙라포레,2022,25.01~27.01,신규,29,10,2024,"3,000",84.8086,20,987,160,,,28260,원당동, 
검단신도시대성베르힐라프리미어,2022,25.01~27.01,신규,30,10,2024,"5,000",110.3995,18,1316-2,170,,,28260,당하동, 
검단신도시대성베르힐라프리미어,2022,25.01~27.01,신규,30,10,2024,"5,000",84.9376,7,1316-2,170,,,28260,당하동, 
청라호수공원한신더휴,2020,24.10~26.10,갱신,15,10,2024,"39,900",84.9613,12,103-15,0,"38,000",,28260,청라동, 
동아,1999,25.02~27.02,신규,8,10,2024,"23,000",84.9,5,1003-1,0,,,28260,마전동, 
동아,1999,25.01~27.01,신규,12,10,2024,"22,000",84.9,18,1003-1,0,,,28260,마전동, 
극동늘푸른,1997,25.01~27.01,신규,24,10,2024,"2,000",59.795,4,259-2,80,,,28260,심곡동, 
퀸스타운(동성),1999,25.02~27.02,신규,7,10,2024,"20,000",84.99,7,316-1,0,,,28260,불로동, 
파라곤센트럴파크,2022,24.12~26.12,갱신,17,10,2024,"30,450",84.986,20,1276-2,0,"29,000",,28260,당하동,사용
동아,1999,25.02~27.02,신규,12,10,2024,"22,000",84.9,18,1003-1,0,,,28260,마전동, 
왕길역로열파크씨티푸르지오,2024,24.12~26.12,신규,25,10,2024,"5,000",74.2428,19,133-3,150,,,28260,왕길동, 
낙원,1989,24.11~26.11,신규,12,10,2024,"7,000",49.14,6,468-3,0,,,28260,석남동, 
태평,1999,25.02~27.02,신규,7,10,2024,"21,000",59.99,13,820-1,0,,,28260,당하동, 
왕길역로열파크씨티푸르지오,2024,24.12~26.12,신규,19,10,2024,"31,000",59.9617,21,133-3,0,,,28260,왕길동, 
포레나루원시티,2022,24.12~26.12,신규,18,10,2024,"3,000",59.8134,6,가-,120,,,28260,가정동, 
검단신도시디에트르더힐,2022,24.12~26.12,갱신,10,10,2024,"18,900",75.8458,5,987-1,0,"18,000",,28260,원당동,사용
뉴서울(284-401),1990,24.11~26.11,신규,23,10,2024,"1,000",70.12,6,284-401,60,,,28260,가정동, 
검단신도시예미지트리플에듀,2022,24.12~26.12,신규,19,10,2024,"5,000",84.5075,14,1014,150,,,28260,원당동, 
당하3차풍림아이원,2004,25.01~27.01,신규,24,10,2024,"2,000",59.906,7,1055-1,90,,,28260,마전동, 
태평,1999,25.01~27.01,신규,30,10,2024,"20,000",59.99,9,820-1,0,,,28260,당하동, 
호반써밋프라임뷰,2022,24.12~26.12,갱신,9,10,2024,"26,250",84.2832,13,1314-2,0,"25,000",,28260,당하동,사용
왕길역로열파크씨티푸르지오,2024,24.12~26.12,신규,21,10,2024,"20,000",59.9617,20,133-3,75,,,28260,왕길동, 
청라한화꿈에그린,2012,24.11~26.11,갱신,17,10,2024,"20,000",125.6483,29,139-1,75,"20,000",,28260,청라동, 
당하KCC스위첸,2005,25.01~27.01,신규,23,10,2024,"10,000",84.997,2,1113-1,70,,,28260,당하동, 
청라29블럭호반베르디움,2012,24.12~26.12,신규,27,10,2024,"10,000",84.9934,28,173-1,74,,,28260,청라동, 
우미린더시그니처,2022,24.12~26.12,신규,12,10,2024,"5,000",74.0973,17,1022-1,130,,,28260,원당동, 
검단한신더휴어반파크,2023,24.12~26.12,신규,31,10,2024,"15,200",74.9625,2,1274,27,,,28260,당하동, 
엘에이치웨스턴블루힐,2015,25.01~27.01,신규,15,10,2024,"30,000",84.99,11,597-2,0,,,28260,가정동, 
검단신도시예미지트리플에듀,2022,24.12~26.12,신규,5,10,2024,"40,000",84.5075,9,1014,0,,,28260,원당동, 
검단힐스테이트,2007,24.12~26.12,신규,18,10,2024,"2,000",84.2846,2,997-3,120,,,28260,마전동, 
청라롯데캐슬,2013,25.01~27.01,신규,16,10,2024,"47,000",127.12,8,159-1,0,,,28260,청라동, 
하나,1999,25.02~27.02,신규,15,10,2024,"20,000",84.9761,12,725-7,0,,,28260,금곡동, 
엘에이치웨스턴블루힐,2015,25.02~27.02,갱신,30,10,2024,"3,000",84.99,5,597-2,105,"3,000",100,28260,가정동,사용
청라센트럴에일린의뜰,2018,24.12~26.12,신규,21,10,2024,"40,000",84.9704,34,156-1,0,,,28260,청라동, 
검단신도시모아미래도엘리트파크,2022,25.01~26.04,갱신,24,10,2024,"18,900",84.9395,6,1318-8,0,"18,000",,28260,당하동,사용
대우푸르지오,2013,24.12~26.12,신규,19,10,2024,"56,000",114.104,30,150-1,0,,,28260,청라동, 
효정(489),1989,24.11~26.11,신규,31,10,2024,500,39.87,3,489,40,,,28260,석남동, 
청라웰카운티1차,2010,25.01~27.01,신규,15,10,2024,"35,000",84.9792,12,130-2,0,,,28260,청라동, 
한국1,1994,24.11~26.11,신규,21,10,2024,"3,000",84.75,8,682-12,90,,,28260,연희동, 
우미린더시그니처,2022,24.12~26.12,신규,1,10,2024,"40,000",84.9732,7,1022-1,0,,,28260,원당동, 
우미린더헤리티지,2022,24.12~26.12,신규,4,10,2024,"30,000",59.8229,4,1065-2,0,,,28260,원당동, 
당하3차풍림아이원,2004,25.01~27.01,신규,9,10,2024,"23,000",59.906,5,1055-1,0,,,28260,마전동, 
검단2차아이파크,2010,24.12~26.12,신규,21,10,2024,"36,000",131.8639,6,999-1,0,,,28260,마전동, 
루원e-편한세상하늘채아파트,2010,24.12~26.12,신규,19,10,2024,"43,000",103.723,10,302-1,0,,,28260,신현동, 
청라힐스테이트커낼뷰,2012,24.12~26.12,신규,26,10,2024,"50,000",121.285,9,155-17,0,,,28260,청라동, 
청라제일풍경채2차에듀앤파크,2017,25.01~27.01,갱신,26,10,2024,"36,000",84.993,5,149-2,0,"35,000",,28260,청라동,사용
검단신도시디에트르더펠리체,2022,25.01~27.01,갱신,10,10,2024,"30,450",84.7748,8,1318-6,0,"29,000",,28260,당하동,사용
우미린더시그니처,2022,24.12~26.12,신규,1,10,2024,"5,000",84.9732,17,1022-1,170,,,28260,원당동, 
검단신안인스빌어반퍼스트,2022,24.12~26.12,신규,12,10,2024,"44,000",94.955,24,1314,0,,,28260,당하동, 
힐데스하임,2011,24.12~26.12,갱신,5,10,2024,"22,050",59.9435,1,185-1,0,"21,000",,28260,청라동,사용
검단신도시파라곤보타닉파크,2022,25.02~27.01,신규,9,10,2024,"30,000",84.9947,22,1020-1,0,,,28260,원당동, 
청라29블럭호반베르디움,2012,24.12~26.12,갱신,17,10,2024,"27,300",84.9382,3,173-1,0,"26,000",,28260,청라동,사용
검단신도시대방디에트르리버파크,2022,24.12~26.12,신규,1,10,2024,"33,000",59.9368,19,1084-1,0,,,28260,원당동, 
가재울역트루엘에코시티,2024,24.12~26.12,신규,25,10,2024,"3,000",69.99,20,627,130,,,28260,가좌동, 
검암역로열파크씨티푸르지오2단지,2023,24.12~26.12,신규,2,10,2024,"47,000",84.9785,35,가-,0,,,28260,백석동, 
호반써밋1차,2021,24.12~26.12,신규,29,10,2024,"5,000",84.8917,12,1022,155,,,28260,원당동, 
검단신도시예미지트리플에듀,2022,24.12~26.12,신규,7,10,2024,"5,000",102.8576,23,1014,142,,,28260,원당동, 
엘에이치웨스턴블루힐,2015,25.02~27.02,신규,21,10,2024,"33,000",84.99,13,597-2,0,,,28260,가정동, 
우미린더시그니처,2022,24.12~26.12,신규,5,10,2024,"44,000",84.9732,23,1022-1,0,,,28260,원당동, 
당하2차풍림아이원,2004,24.12~26.12,신규,21,10,2024,"3,000",84.9851,14,1053-1,100,,,28260,마전동, 
검단신도시로제비앙라포레,2022,25.01~27.01,신규,28,10,2024,"32,000",79.3587,1,987,0,,,28260,원당동, 
검단힐스테이트6차,2013,24.12~26.12,신규,29,10,2024,"35,000",84.9905,11,1080-1,0,,,28260,당하동, 
하나,1999,25.01~27.01,신규,15,10,2024,"20,000",84.9761,12,725-7,0,,,28260,금곡동, 
검단 금호어울림 센트럴,2021,25.01~27.01,신규,5,10,2024,"39,000",84.52,1,1024,0,,,28260,원당동, 
청라 엑슬루타워,2011,24.12~26.12,신규,28,10,2024,"5,000",102.62,54,164-1,200,,,28260,청라동, 
대우푸르지오,2013,24.12~26.12,신규,13,10,2024,"5,000",139.486,24,150-1,260,,,28260,청라동, 
진주3,1989,24.12~26.12,신규,24,10,2024,"15,500",59.36,15,30-86,0,,,28260,가좌동, 
청라디이스트,2012,24.12~26.12,신규,25,10,2024,"37,000",114.53,2,102-10,0,,,28260,청라동, 
검단신도시디에트르더힐,2022,25.01~27.01,갱신,14,10,2024,"21,000",84.6755,12,987-1,0,"20,000",,28260,원당동,사용
원당풍림아이원,2004,24.12~26.12,갱신,14,10,2024,"23,000",84.55,17,1031,0,"22,000",,28260,당하동,사용
마전4차풍림아이원,2007,24.12~26.12,신규,19,10,2024,"3,000",106.874,7,1125-6,110,,,28260,마전동, 
퀸스타운(길훈),1999,24.12~25.02,갱신,7,10,2024,"21,000",84.99,14,372,0,"21,000",,28260,불로동, 
현대,1998,24.12~26.12,신규,20,10,2024,"2,000",59.84,13,1004,80,,,28260,마전동, 
검단신도시디에트르더힐,2022,24.12~26.12,신규,3,10,2024,"39,000",84.6755,1,987-1,0,,,28260,원당동, 
호반써밋1차,2021,24.12~26.12,신규,19,10,2024,"40,000",84.8917,5,1022,0,,,28260,원당동, 
검단신도시디에트르더힐,2022,24.12~26.12,갱신,12,10,2024,"22,500",75.8458,11,987-1,0,"21,500",,28260,원당동,사용
한국2,1995,25.01~27.01,신규,19,10,2024,"18,000",58.32,12,302,0,,,28260,심곡동, 
호반써밋1차,2021,24.12~26.12,신규,19,10,2024,"40,000",84.8917,5,1022,0,,,28260,원당동, 
힐데스하임,2011,24.12~26.12,신규,7,10,2024,"8,000",59.9435,8,185-1,100,,,28260,청라동, 
청라센트럴에일린의뜰,2018,24.12~26.12,신규,8,10,2024,"45,000",95.2717,25,156-1,0,,,28260,청라동, 
신인향,1990,24.11~26.11,신규,29,10,2024,"10,000",57.99,5,193-1,0,,,28260,가좌동, 
호반써밋1차,2021,24.10~26.10,갱신,12,10,2024,"34,500",84.8917,14,1022,0,"33,000",,28260,원당동,사용
호반베르디움앤영무예다음,2011,24.12~26.12,갱신,3,10,2024,"30,000",59.86,14,130-4,0,"32,000",,28260,청라동,사용
진주3,1989,24.12~26.12,신규,10,10,2024,"15,000",59.36,1,30-86,0,,,28260,가좌동, 
검암역로열파크씨티푸르지오1단지,2023,24.12~26.06,신규,11,10,2024,"32,700",59.8599,2,가-,0,,,28260,백석동, 
태산,1989,24.11~26.11,신규,25,10,2024,500,36.52,4,499,40,,,28260,석남동, 
호반베르디움(116-6),2011,24.11~27.02,갱신,26,10,2024,"36,000",84.9925,11,116-6,0,"34,500",,28260,청라동, 
상아,1985,24.11~26.11,신규,21,10,2024,"10,000",58.32,2,260-1,0,,,28260,가좌동, 
검단신안인스빌어반퍼스트,2022,24.12~26.12,신규,29,10,2024,"30,000",84.7322,6,1314,25,,,28260,당하동, 
동남,1986,24.12~26.11,신규,26,10,2024,"1,000",49.66,5,207,40,,,28260,가좌동, 
동우1,1988,24.10~26.10,신규,31,10,2024,300,37.98,3,5-92,30,,,28260,가정동, 
검단신안인스빌어반퍼스트,2022,24.11~26.11,신규,14,10,2024,"31,000",84.7322,7,1314,0,,,28260,당하동, 
검단신도시파라곤보타닉파크,2022,24.12~26.12,신규,7,10,2024,"32,000",84.9947,2,1020-1,0,,,28260,원당동, 
우성,1997,24.11~26.11,신규,4,10,2024,"3,000",59.929,5,729-1,70,,,28260,연희동, 
루원시티루에블리,2018,24.08~26.07,갱신,29,10,2024,"8,174",59.96,4,304-2,37,"5,274",51,28260,신현동, 
검단 양우내안애 퍼스트힐,2022,24.11~26.11,신규,3,10,2024,"26,700",84.9398,4,1131-1,0,,,28260,마전동, 
루원더퍼스트,2019,24.11~26.11,신규,17,10,2024,"3,000",74.87,8,597-1,130,,,28260,가정동, 
호반베르디움앤영무예다음,2011,24.11~26.11,신규,5,10,2024,"29,000",59.936,10,130-4,0,,,28260,청라동, 
검단한신더휴어반파크,2023,24.11~26.11,신규,10,10,2024,"4,600",74.9625,10,1274,51,,,28260,당하동, 
검단신도시파라곤보타닉파크,2022,24.12~26.12,신규,7,10,2024,"32,000",84.9947,2,1020-1,0,,,28260,원당동, 
호반베르디움앤영무예다음,2011,24.12~26.12,신규,15,10,2024,"29,500",59.738,4,130-4,0,,,28260,청라동, 
하나1,1989,24.11~26.11,신규,30,10,2024,"1,000",59.55,2,341-13,60,,,28260,가정동, 
검단신안인스빌어반퍼스트,2022,25.01~27.01,갱신,27,10,2024,"25,200",84.7322,25,1314,0,"24,000",,28260,당하동,사용
청라린스트라우스,2013,24.12~26.12,갱신,11,10,2024,"40,950",101.3622,19,160-1,0,"39,000",,28260,청라동,사용
예미지더시그너스,2023,24.11~26.11,신규,15,10,2024,"10,000",76.8794,19,1316-1,100,,,28260,당하동, 
검암역로열파크씨티푸르지오1단지,2023,24.11~26.11,신규,9,10,2024,"42,000",59.8599,13,가-,0,,,28260,백석동, 
청라SKVIEW,2011,24.12~26.12,신규,9,10,2024,"40,000",125.4899,11,103-16,0,,,28260,청라동, 
마전3차풍림아이원,2005,24.11~26.11,신규,9,10,2024,"2,000",84.6689,4,1150,75,,,28260,마전동, 
청라더샵레이크파크,2013,24.10~26.10,갱신,23,10,2024,"40,950",106.893,45,154-1,0,"39,000",,28260,청라동,사용
태평,1999,24.11~26.11,신규,12,10,2024,"7,000",59.97,2,820-1,55,,,28260,당하동, 
검단 양우내안애 퍼스트힐,2022,24.11~26.11,신규,7,10,2024,"25,000",59.6939,8,1131-1,0,,,28260,마전동, 
청라 엑슬루타워,2011,24.11~26.11,갱신,23,10,2024,"33,500",110.22,23,164-1,0,"32,000",,28260,청라동,사용
왕길역로열파크씨티푸르지오,2024,25.01~27.01,신규,28,10,2024,"2,000",59.9617,1,133-3,160,,,28260,왕길동, 
뉴서울(284-401),1990,24.11~26.11,신규,12,10,2024,"1,000",57.2,9,284-401,55,,,28260,가정동, 
루원제일풍경채,2018,24.10~26.10,갱신,16,10,2024,"35,700",84.2814,24,603-1,0,"34,000",,28260,가정동,사용
청라제일풍경채2차에듀앤파크,2017,24.10~26.10,신규,1,10,2024,"5,000",84.993,19,149-2,155,,,28260,청라동, 
힐데스하임,2011,24.12~26.12,신규,7,10,2024,"30,000",59.8871,18,185-1,0,,,28260,청라동, 
청라호수공원한신더휴,2020,24.11~26.11,갱신,26,10,2024,"38,000",75.9912,14,103-15,0,"38,000",,28260,청라동, 
우미린더헤리티지,2022,24.11~26.11,신규,22,10,2024,"33,000",59.8229,25,1065-2,0,,,28260,원당동, 
검단 금호어울림 센트럴,2021,25.01~26.10,갱신,31,10,2024,"7,000",74.94,14,1024,121,"7,000",115,28260,원당동,사용
파라곤센트럴파크,2022,24.10~26.10,갱신,5,10,2024,"29,925",84.9595,5,1276-2,0,"28,500",,28260,당하동,사용
뉴서울(284-401),1990,24.11~26.11,신규,31,10,2024,"12,000",70.12,1,284-401,0,,,28260,가정동, 
삼보해피하임4,2003,24.10~26.10,갱신,5,10,2024,"2,000",84.8122,1,628,74,"2,000",70,28260,검암동, 
검단신도시모아미래도엘리트파크,2022,25.01~27.01,갱신,19,10,2024,"25,200",84.9395,13,1318-8,0,"24,000",,28260,당하동,사용
대원레스피아2차,2004,24.11~26.11,신규,9,10,2024,"18,000",84.8494,10,1151-1,0,,,28260,마전동, 
검단신도시디에트르더펠리체,2022,24.11~26.11,신규,12,10,2024,"30,000",75.7971,12,1318-6,0,,,28260,당하동, 
호반써밋1차,2021,25.01~27.01,신규,12,10,2024,"30,400",84.8917,17,1022,0,,,28260,원당동, 
검단신도시파라곤보타닉파크,2022,24.12~26.12,신규,29,10,2024,"39,000",84.3259,25,1020-1,0,,,28260,원당동, 
검단신도시모아미래도엘리트파크,2022,24.12~26.12,갱신,12,10,2024,"22,575",84.9395,17,1318-8,0,"21,500",,28260,당하동,사용
한일,1985,24.11~26.11,신규,25,10,2024,500,55.8,5,206-7,42,,,28260,가좌동, 
검단힐스테이트3차1단지,2010,24.10~25.10,갱신,30,10,2024,"26,000",84.9098,1,1719-2,0,"26,000",,28260,오류동, 
검단신도시대방디에트르리버파크,2022,24.12~26.12,신규,31,10,2024,"29,000",59.9971,14,1084-1,0,,,28260,원당동, 
청라센트럴에일린의뜰,2018,25.01~27.01,신규,30,10,2024,"20,000",84.9834,13,156-1,100,,,28260,청라동, 
진주3,1989,24.11~26.11,신규,18,10,2024,"2,000",59.36,4,30-86,60,,,28260,가좌동, 
검단풍림아이원,2004,24.12~26.12,신규,22,10,2024,"2,000",84.935,2,649-1,95,,,28260,왕길동, 
청라국제업무단지센텀대광로제비앙,2018,24.12~26.11,신규,28,10,2024,"40,500",82.9117,21,83-1,0,,,28260,청라동, 
동아,1999,24.12~25.12,갱신,19,10,2024,"17,600",59.98,13,1003-1,0,"16,800",,28260,마전동, 
검단 금호어울림 센트럴,2021,24.12~26.08,신규,26,10,2024,"5,000",74.84,13,1024,150,,,28260,원당동, 
풍림아이원3차,2004,24.11~26.11,신규,1,10,2024,"3,000",59.8038,8,512-2,88,,,28260,검암동, 
우정에쉐르,2006,24.11~26.11,신규,11,10,2024,"5,000",84.6664,7,719-3,80,,,28260,경서동, 
원당풍림아이원,2004,24.10~26.10,신규,21,10,2024,"23,000",84.55,10,1031,0,,,28260,당하동, 
이지2차미래지향아파트1단지,2009,24.11~26.11,신규,22,10,2024,"3,000",84.9809,4,929-2,85,,,28260,마전동, 
한신휴플러스,2007,24.12~26.12,신규,19,10,2024,"30,000",84.95,9,7,0,,,28260,가좌동, 
검단신도시로제비앙라포레,2022,24.11~26.11,갱신,21,10,2024,"23,000",84.4159,2,987,0,"23,000",,28260,원당동,사용
검단신도시로제비앙라포레,2022,24.12~26.12,신규,20,10,2024,"37,500",84.8086,4,987,0,,,28260,원당동, 
검단신도시대방디에트르리버파크,2022,24.11~26.11,갱신,31,10,2024,"24,150",59.9834,17,1084-1,0,"23,000",,28260,원당동,사용
삼영,1985,24.11~26.11,신규,25,10,2024,"1,000",61.77,5,140,40,,,28260,가좌동, 
검단신도시예미지트리플에듀,2022,24.11~26.11,갱신,9,10,2024,"30,000",102.8576,1,1014,8,"30,000",,28260,원당동,사용
루원e-편한세상하늘채아파트,2010,24.11~26.11,신규,9,10,2024,"2,000",59.999,19,302-1,105,,,28260,신현동, 
금호어울림1차,2004,24.11~26.11,신규,31,10,2024,"24,000",84.9917,4,1037-3,0,,,28260,당하동, 
호반써밋1차,2021,25.01~27.01,신규,12,10,2024,"30,400",84.8917,17,1022,0,,,28260,원당동, 
검단대광로제비앙센트럴포레,2022,24.11~26.11,신규,17,10,2024,"2,000",61.8494,16,803-1,110,,,28260,불로동, 
검단신안인스빌어반퍼스트,2022,24.12~26.12,신규,26,10,2024,"5,000",94.955,1,1314,145,,,28260,당하동, 
청라롯데캐슬,2013,24.11~26.11,신규,18,10,2024,"60,000",125.6244,26,159-1,0,,,28260,청라동, 
검단신도시모아미래도엘리트파크,2022,24.12~26.12,갱신,22,10,2024,"26,775",84.6561,21,1318-8,0,"25,500",,28260,당하동,사용
검단신도시대방디에트르리버파크,2022,24.12~26.12,갱신,19,10,2024,"23,100",59.9368,13,1084-1,0,"22,000",,28260,원당동,사용
힐데스하임,2011,24.11~26.11,신규,2,10,2024,"35,000",59.8871,11,185-1,0,,,28260,청라동, 
검단SKVIEW,2017,24.12~26.12,신규,15,10,2024,"35,000",74.9042,10,1067-1,0,,,28260,당하동, 
검단신안인스빌어반퍼스트,2022,24.12~26.12,갱신,20,10,2024,"2,000",94.955,13,1314,130,"2,000",115,28260,당하동, 
